UNIQUE_ID,AGE,EDUCATION,EDUCATION-NUM,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,NATIVE_COUNTRY
11906,35,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,United-States
2200,47,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
7491,42,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,United-States
29313,25,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
25383,56,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
13320,40,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
12704,46,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
13646,20,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,United-States
31861,44,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7496,18,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,United-States
24585,63,9th,5,Married-civ-spouse,,Husband,White,Male,United-States
31771,40,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
12842,21,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States
12464,43,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
4575,53,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6303,50,HS-grad,9,Separated,Prof-specialty,Unmarried,Other,Female,Puerto-Rico
20679,42,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
2877,27,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,United-States
4863,31,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,United-States
13686,18,11th,7,Never-married,,Own-child,White,Male,United-States
10796,31,12th,8,Separated,Transport-moving,Unmarried,Black,Male,United-States
14061,35,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Iran
4573,64,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
10337,37,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
17673,44,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14344,41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5861,37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
10988,25,HS-grad,9,Never-married,Other-service,Own-child,White,Male,El-Salvador
436,30,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,United-States
6886,39,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,United-States
4112,35,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico
4306,48,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States
7303,40,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10905,25,Some-college,10,Never-married,,Not-in-family,White,Male,United-States
566,52,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,United-States
10839,33,HS-grad,9,Never-married,Other-service,Own-child,White,Male,United-States
8088,41,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
10617,36,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States
7263,39,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
31278,64,HS-grad,9,Married-civ-spouse,,Husband,White,Male,United-States
3973,34,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,United-States
9071,44,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9275,27,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,United-States
21144,60,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
3297,51,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
3617,47,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5796,31,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
15650,38,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10454,27,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
2107,24,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4007,28,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
7310,63,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Vietnam
2941,45,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,United-States
6209,41,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
30079,41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
9947,29,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States
4512,24,Assoc-acdm,12,Divorced,Other-service,Own-child,White,Female,United-States
1546,45,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
14569,45,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,United-States
6741,19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
6791,28,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,United-States
11123,60,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
16696,47,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
7209,34,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,United-States
31167,47,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
1645,27,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13131,35,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,United-States
11234,32,Preschool,1,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Cambodia
2158,19,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
4125,44,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
11845,33,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
9281,34,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
23362,45,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4765,35,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,United-States
6734,24,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,Jamaica
9499,50,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15510,31,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico
11677,50,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
11462,28,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7463,56,10th,6,Separated,Other-service,Unmarried,White,Female,United-States
30316,55,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2403,90,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,United-States
8325,36,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,
1956,44,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
12879,50,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,South
11700,47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9504,60,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Philippines
8430,53,Some-college,10,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,United-States
4662,29,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,Mexico
28051,34,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14041,33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
4671,34,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6724,90,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3486,38,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Columbia
8790,31,Some-college,10,Divorced,Craft-repair,Own-child,Black,Male,United-States
8873,49,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6511,49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12757,41,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
7250,23,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,United-States
14902,48,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,United-States
12485,34,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
10981,28,HS-grad,9,Divorced,,Own-child,White,Female,United-States
13199,47,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15381,29,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,United-States
21186,43,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
9796,45,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,United-States
11348,29,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
23869,51,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
29105,38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
28924,41,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
13058,36,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,United-States
31103,35,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,Iran
2685,51,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
19802,33,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
4355,44,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
12435,63,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,United-States
12147,37,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,United-States
15337,22,Some-college,10,Never-married,Sales,Not-in-family,White,Female,United-States
8051,58,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,United-States
3325,42,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
9797,28,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,United-States
10058,40,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6996,59,Some-college,10,Married-civ-spouse,,Husband,White,Male,United-States
26180,49,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
11467,43,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States
10350,33,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
15224,45,10th,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,Vietnam
1304,33,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
302,51,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14920,33,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,United-States
10465,33,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States
3616,19,Some-college,10,Never-married,,Own-child,White,Female,United-States
16789,31,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,United-States
20923,34,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
1655,44,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,United-States
21564,26,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1431,20,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States
300,26,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
7499,42,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
18953,36,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,United-States
22551,34,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
16770,47,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2678,67,Masters,14,Married-civ-spouse,,Husband,Black,Male,United-States
2689,46,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
10973,42,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,United-States
1885,42,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States
29187,48,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
2241,49,HS-grad,9,Widowed,Tech-support,Unmarried,White,Male,United-States
20205,70,Some-college,10,Married-civ-spouse,,Husband,White,Male,United-States
12457,30,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5603,21,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,Mexico
1870,29,HS-grad,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,United-States
25760,43,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
3571,31,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
16596,51,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States
558,23,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
12158,36,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
5843,60,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
18069,60,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
4005,56,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
10568,44,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,United-States
11862,50,11th,7,Never-married,Machine-op-inspct,Other-relative,White,Female,United-States
12075,33,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
5682,33,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6012,25,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
8538,41,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Other,Female,United-States
5496,17,11th,7,Never-married,Other-service,Own-child,White,Male,United-States
15403,21,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States
2456,22,Some-college,10,Separated,,Own-child,White,Male,United-States
6781,34,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
11067,29,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,United-States
1921,31,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,United-States
11844,34,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
868,47,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,United-States
9047,56,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,Dominican-Republic
773,33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
2796,18,Some-college,10,Divorced,Other-service,Own-child,White,Male,United-States
14075,40,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
609,39,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,United-States
6387,25,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
11158,21,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States
2105,27,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,United-States
15658,40,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
1432,23,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States
17722,40,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
2022,44,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
12725,51,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,South
22647,47,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
13066,23,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,United-States
8101,45,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
9147,32,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,England
2153,24,Some-college,10,Never-married,Sales,Unmarried,White,Male,Mexico
3966,54,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
4336,75,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
280,44,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
28898,30,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,India
3773,39,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,Germany
5645,21,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,United-States
11599,76,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,United-States
5373,35,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,United-States
3326,58,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
2328,42,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
15064,23,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
5716,28,HS-grad,9,Never-married,Other-service,Own-child,White,Female,United-States
32261,37,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12611,22,9th,5,Married-spouse-absent,Other-service,Other-relative,White,Male,Mexico
22562,68,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female,United-States
11746,23,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
27959,47,Masters,14,Separated,Tech-support,Not-in-family,White,Male,United-States
9602,33,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
12657,34,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
20990,35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
15019,24,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,England
6347,18,10th,6,Never-married,Sales,Own-child,White,Female,United-States
5724,21,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,United-States
32152,51,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12133,40,HS-grad,9,Divorced,Sales,Unmarried,White,Female,United-States
1301,30,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
13316,54,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,United-States
6691,33,Assoc-voc,11,Never-married,,Own-child,White,Female,United-States
21140,30,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18573,54,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
1073,37,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
5886,43,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,China
26973,42,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
13858,31,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States
26946,36,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
10235,26,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,United-States
9738,57,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7074,56,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
15214,27,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7345,37,Some-college,10,Never-married,Other-service,Own-child,White,Male,Japan
28308,64,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
917,56,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
31978,61,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
216,56,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States
12296,32,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,United-States
29096,40,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
30071,64,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,United-States
9520,33,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,United-States
5399,53,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
29744,46,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
25360,46,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,United-States
17638,38,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Canada
5225,20,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,United-States
19381,59,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3810,27,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
23489,39,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
21383,46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
2330,59,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
13321,47,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,United-States
2758,49,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
6749,34,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12950,26,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
22352,45,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9750,69,Bachelors,13,Married-civ-spouse,,Husband,White,Male,United-States
28449,65,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12091,29,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,United-States
5888,27,Some-college,10,Divorced,,Own-child,Black,Female,United-States
760,44,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States
10786,23,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
15376,31,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,United-States
29231,58,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7662,61,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
1308,22,Some-college,10,Never-married,,Own-child,White,Male,United-States
2204,35,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,
24125,40,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
2015,42,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
29283,42,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
6889,22,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,United-States
5063,47,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
11162,62,11th,7,Separated,Other-service,Not-in-family,Black,Female,United-States
14839,48,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
9049,60,Assoc-voc,11,Widowed,,Not-in-family,White,Female,United-States
3025,49,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,United-States
15199,63,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,United-States
8007,22,Some-college,10,Never-married,Sales,Own-child,White,Male,United-States
13140,28,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States
265,36,Some-college,10,Divorced,Other-service,Unmarried,White,Female,Mexico
13302,37,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6657,31,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,United-States
5484,19,HS-grad,9,Never-married,,Not-in-family,Black,Female,United-States
29719,44,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15095,42,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States
22691,39,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
4428,30,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
6867,57,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
5022,30,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
13761,43,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
12926,19,Some-college,10,Never-married,Sales,Own-child,White,Female,United-States
8490,45,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,United-States
13800,31,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,United-States
6610,66,HS-grad,9,Married-civ-spouse,,Husband,White,Male,United-States
19643,37,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,United-States
22539,32,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
15597,61,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
21617,31,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
19655,34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2920,32,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
5053,49,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
829,65,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,
12416,46,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
1633,49,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
10115,74,Assoc-acdm,12,Widowed,,Not-in-family,White,Female,United-States
20376,39,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,England
2760,48,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1491,40,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,
15981,30,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States
4282,67,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Canada
2715,74,Prof-school,15,Widowed,Adm-clerical,Not-in-family,Black,Female,United-States
4063,83,HS-grad,9,Widowed,,Not-in-family,White,Female,United-States
5560,25,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,United-States
1672,24,Some-college,10,Never-married,Other-service,Own-child,White,Male,United-States
6337,55,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
3159,40,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
9951,17,11th,7,Never-married,Adm-clerical,Own-child,White,Female,United-States
10244,51,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9952,53,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
22346,28,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
15794,33,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,United-States
23084,56,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15691,45,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
2133,47,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
5060,17,11th,7,Never-married,Prof-specialty,Own-child,White,Female,Puerto-Rico
1226,35,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
750,20,Some-college,10,Never-married,Other-service,Own-child,White,Male,United-States
15449,46,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18579,40,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Ireland
17753,34,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States
13861,36,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,United-States
4373,72,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,United-States
14957,72,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,
