UNIQUE_ID,EMPLOYER_TYPE,OCCUPATION,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME
12696,Private,Craft-repair,0,0,40,<=50K
4435,Private,Prof-specialty,0,0,40,<=50K
5374,Private,Protective-serv,0,0,38,>50K
3974,Private,Exec-managerial,0,0,40,<=50K
2909,Private,Adm-clerical,0,0,40,<=50K
2189,Private,Other-service,0,0,44,>50K
1891,Private,Craft-repair,0,0,40,<=50K
4780,Private,Exec-managerial,15024,0,50,>50K
29361,Private,Prof-specialty,0,0,40,>50K
17847,Private,Prof-specialty,0,0,40,>50K
20110,Private,Prof-specialty,0,0,40,>50K
6583,Private,Exec-managerial,0,0,50,>50K
2387,Local-gov,Prof-specialty,0,0,35,>50K
28400,Private,Tech-support,0,0,42,>50K
1193,Private,Craft-repair,0,0,40,<=50K
12141,Private,Adm-clerical,0,0,40,<=50K
14874,Private,Prof-specialty,0,0,40,>50K
7505,Private,Adm-clerical,0,0,40,<=50K
1453,Private,Craft-repair,0,0,40,<=50K
23648,Private,Exec-managerial,0,0,40,>50K
7340,Private,Craft-repair,0,0,40,<=50K
11776,Private,Machine-op-inspct,0,0,40,<=50K
733,Private,Adm-clerical,0,0,40,>50K
13580,Private,Sales,0,0,40,>50K
6980,Private,Sales,15024,0,60,>50K
11872,Private,Handlers-cleaners,2174,0,60,<=50K
5123,Private,Adm-clerical,0,0,40,<=50K
11300,Federal-gov,Adm-clerical,0,0,50,>50K
22816,Private,Sales,0,0,45,>50K
2688,Private,Exec-managerial,0,0,50,>50K
844,Private,Handlers-cleaners,0,0,20,<=50K
6780,Private,Machine-op-inspct,0,0,40,<=50K
10550,Local-gov,Adm-clerical,6497,0,35,<=50K
3395,Private,Tech-support,0,0,60,<=50K
28398,Private,Craft-repair,0,0,40,>50K
10682,Private,Prof-specialty,0,0,40,>50K
10936,Private,Other-service,0,0,20,<=50K
1564,Private,Craft-repair,0,0,40,<=50K
15548,Private,Prof-specialty,0,0,60,<=50K
1762,Private,Prof-specialty,0,0,40,<=50K
10438,Private,Other-service,0,0,38,<=50K
2201,Private,Craft-repair,0,0,40,<=50K
30112,Private,Exec-managerial,0,0,40,>50K
19998,Private,Prof-specialty,0,0,50,>50K
9671,Local-gov,Other-service,0,0,30,<=50K
11083,Self-emp-not-inc,Sales,0,0,55,>50K
26272,Self-emp-inc,Prof-specialty,0,0,50,>50K
10873,Private,Sales,0,0,30,<=50K
12823,Self-emp-not-inc,Prof-specialty,0,0,65,>50K
5490,Private,Other-service,0,0,21,<=50K
11734,Private,Prof-specialty,0,0,40,<=50K
15991,Private,Sales,0,0,30,>50K
9910,Private,Other-service,0,0,25,<=50K
4838,State-gov,Transport-moving,0,0,40,<=50K
16017,Private,Tech-support,0,0,40,<=50K
6720,Private,Farming-fishing,0,0,30,<=50K
14748,State-gov,Machine-op-inspct,0,0,40,>50K
885,Private,Adm-clerical,0,0,38,<=50K
15354,Private,Craft-repair,0,0,40,<=50K
12386,Private,Craft-repair,0,0,50,>50K
15434,Self-emp-not-inc,Prof-specialty,0,0,65,>50K
15840,Local-gov,Other-service,0,0,40,<=50K
12729,Federal-gov,Adm-clerical,0,0,30,<=50K
24160,Self-emp-inc,Sales,0,0,40,>50K
14757,Private,Tech-support,0,0,40,<=50K
23997,Local-gov,Craft-repair,7688,0,40,>50K
726,Private,Sales,0,0,45,>50K
14694,Private,Sales,7688,0,40,>50K
21699,Self-emp-inc,Prof-specialty,0,0,40,>50K
6091,Private,Other-service,0,0,50,<=50K
12897,Self-emp-inc,Exec-managerial,0,0,40,<=50K
9301,Private,Other-service,0,0,24,<=50K
3338,Private,Exec-managerial,0,0,40,<=50K
5961,Self-emp-inc,Sales,0,0,30,<=50K
12858,Private,Adm-clerical,7688,0,38,>50K
5093,Private,Exec-managerial,0,0,40,<=50K
4490,Self-emp-not-inc,Prof-specialty,0,0,20,>50K
5478,Private,Transport-moving,0,0,40,<=50K
8525,Private,Exec-managerial,0,0,55,<=50K
14070,Private,Prof-specialty,0,0,30,<=50K
9206,,,0,0,16,<=50K
8314,Private,Handlers-cleaners,0,0,10,<=50K
121,Private,Other-service,0,0,20,<=50K
31603,Private,Prof-specialty,0,0,64,>50K
1186,Private,Protective-serv,0,0,40,<=50K
13246,Local-gov,Prof-specialty,0,0,26,<=50K
15129,Local-gov,Adm-clerical,0,0,16,<=50K
2736,State-gov,Adm-clerical,0,0,15,<=50K
10495,Local-gov,Prof-specialty,0,0,20,<=50K
19233,,,99999,0,40,>50K
19347,Private,Exec-managerial,0,0,50,>50K
10048,Self-emp-not-inc,Other-service,0,0,10,<=50K
11423,Self-emp-not-inc,Exec-managerial,0,0,50,<=50K
2643,Private,Machine-op-inspct,914,0,40,<=50K
3834,Private,Sales,0,0,28,<=50K
28731,Private,Machine-op-inspct,0,0,40,>50K
6120,Self-emp-not-inc,Exec-managerial,0,0,60,>50K
15990,Private,Sales,0,0,55,<=50K
13329,Private,Other-service,0,0,21,>50K
9902,Private,Craft-repair,0,0,30,<=50K
6504,Self-emp-inc,Farming-fishing,0,0,70,<=50K
29776,Private,Prof-specialty,0,1755,40,>50K
27997,Local-gov,Adm-clerical,0,0,40,>50K
9940,Private,Adm-clerical,0,0,30,<=50K
1751,Self-emp-not-inc,Craft-repair,0,0,30,<=50K
7349,Private,Protective-serv,0,0,40,>50K
12084,Local-gov,Protective-serv,0,0,40,>50K
4952,Local-gov,Protective-serv,0,0,40,<=50K
8586,Private,Transport-moving,0,0,40,<=50K
4589,Private,Other-service,0,0,40,<=50K
14492,Private,Transport-moving,0,0,70,<=50K
8940,State-gov,Protective-serv,0,0,40,<=50K
15093,Private,Prof-specialty,0,0,35,>50K
20188,Self-emp-inc,Craft-repair,0,0,50,>50K
21928,Self-emp-not-inc,Farming-fishing,0,0,60,>50K
25882,Private,Craft-repair,0,0,40,>50K
7063,Local-gov,Prof-specialty,0,0,40,<=50K
14724,Private,Prof-specialty,10520,0,40,>50K
3950,Private,Sales,0,1977,50,>50K
9428,Private,Other-service,0,0,12,<=50K
30902,Private,Sales,0,0,40,>50K
6965,Private,Sales,0,0,48,<=50K
12486,Local-gov,Prof-specialty,0,0,50,<=50K
3656,Self-emp-not-inc,Exec-managerial,3273,0,16,<=50K
12176,Private,Machine-op-inspct,0,0,40,<=50K
4628,Self-emp-not-inc,Other-service,0,0,30,<=50K
8592,Private,Tech-support,0,0,40,<=50K
12639,Private,Exec-managerial,99999,0,40,>50K
22591,Private,Craft-repair,0,0,40,>50K
2829,Private,Other-service,0,0,35,<=50K
9847,Private,Sales,0,0,15,<=50K
14269,Local-gov,Prof-specialty,3273,0,40,<=50K
14030,Private,Transport-moving,0,0,45,<=50K
12939,Private,Craft-repair,0,0,40,>50K
23945,Private,Craft-repair,7298,0,40,>50K
3707,Self-emp-not-inc,Craft-repair,0,0,40,<=50K
14294,Private,Tech-support,14084,0,35,>50K
20440,Private,Sales,0,0,40,>50K
15714,Private,Craft-repair,0,0,40,<=50K
12022,Private,Farming-fishing,0,0,40,<=50K
18773,Private,Prof-specialty,0,0,40,>50K
10161,Private,Tech-support,0,0,40,>50K
6614,Private,Handlers-cleaners,0,0,37,<=50K
9798,Private,Adm-clerical,0,0,40,<=50K
12130,Private,Handlers-cleaners,0,0,40,>50K
21080,Private,Exec-managerial,0,0,45,>50K
2205,,,0,0,40,<=50K
8125,Self-emp-not-inc,Craft-repair,0,0,42,>50K
4131,Private,Prof-specialty,0,1977,40,>50K
14295,Self-emp-not-inc,Other-service,0,0,5,<=50K
22882,Private,Craft-repair,0,0,40,>50K
2259,Self-emp-not-inc,Sales,0,0,55,>50K
8969,Private,Sales,0,0,40,>50K
14308,Federal-gov,Adm-clerical,0,0,40,<=50K
8951,Private,Protective-serv,0,0,40,<=50K
15005,Private,Sales,0,0,20,<=50K
3545,Private,Exec-managerial,0,0,40,>50K
5317,Private,Craft-repair,0,0,40,<=50K
11339,Self-emp-not-inc,Craft-repair,0,0,40,<=50K
6497,Private,Exec-managerial,0,0,40,<=50K
12026,Private,Adm-clerical,0,0,40,<=50K
3618,Local-gov,Protective-serv,0,0,40,>50K
12470,Self-emp-inc,Exec-managerial,0,0,40,<=50K
7509,Private,Prof-specialty,7688,0,40,>50K
268,Private,Handlers-cleaners,0,0,16,<=50K
22570,Private,Sales,0,0,50,>50K
22488,Private,Craft-repair,0,0,44,>50K
12428,State-gov,Other-service,2036,0,20,<=50K
11544,Private,Other-service,0,0,62,<=50K
6288,Private,Adm-clerical,0,0,52,<=50K
10348,Private,Exec-managerial,0,1977,45,>50K
10927,Private,Craft-repair,0,0,45,<=50K
9778,Self-emp-inc,Sales,0,0,40,<=50K
753,State-gov,Exec-managerial,0,0,45,<=50K
5234,Private,Other-service,0,0,40,<=50K
5708,Private,Transport-moving,0,0,75,<=50K
14439,Federal-gov,Handlers-cleaners,0,0,40,<=50K
21272,Private,Sales,0,1887,40,>50K
29872,Private,Sales,0,2415,45,>50K
15017,Private,Prof-specialty,0,0,60,<=50K
13186,Private,Handlers-cleaners,0,0,28,<=50K
2251,Private,Adm-clerical,0,0,48,<=50K
6845,Private,Other-service,0,0,15,<=50K
9938,Private,Adm-clerical,0,0,27,<=50K
14968,Private,Other-service,0,1721,40,<=50K
5067,Self-emp-not-inc,Exec-managerial,0,1902,60,>50K
3938,Self-emp-not-inc,Exec-managerial,3137,0,40,<=50K
1719,Local-gov,Transport-moving,0,0,40,<=50K
830,Private,Other-service,0,0,24,<=50K
8408,Private,Transport-moving,0,0,43,<=50K
14040,Local-gov,Prof-specialty,0,0,40,<=50K
9708,Private,Sales,0,0,30,<=50K
8742,Private,Sales,0,0,40,<=50K
21492,Private,Exec-managerial,0,0,50,>50K
8263,Private,Machine-op-inspct,0,0,40,<=50K
6690,Self-emp-not-inc,Adm-clerical,0,0,20,>50K
2723,Private,Craft-repair,0,0,40,<=50K
2693,Private,Exec-managerial,8614,0,52,>50K
13847,Private,Exec-managerial,0,0,40,<=50K
5632,State-gov,Prof-specialty,8614,0,60,>50K
15091,Self-emp-inc,Exec-managerial,3103,0,60,>50K
4412,Private,Prof-specialty,0,0,80,>50K
2425,Private,Exec-managerial,0,1887,50,>50K
26500,Private,Other-service,0,0,84,>50K
8519,Private,Craft-repair,0,0,45,<=50K
4697,Private,Exec-managerial,0,0,60,>50K
23110,Private,Adm-clerical,0,0,50,>50K
9223,Private,Prof-specialty,0,0,40,>50K
5013,Private,Handlers-cleaners,0,0,40,<=50K
6323,Private,Adm-clerical,0,0,40,<=50K
12489,Private,Farming-fishing,0,0,45,<=50K
5475,Federal-gov,Exec-managerial,0,0,40,<=50K
2919,Private,Other-service,0,0,40,<=50K
7665,Private,Transport-moving,0,0,30,<=50K
11901,Private,Adm-clerical,0,0,40,<=50K
152,Private,Prof-specialty,0,1902,60,>50K
17592,Private,Adm-clerical,0,0,40,>50K
12481,State-gov,Prof-specialty,0,0,60,>50K
8713,Private,Machine-op-inspct,4386,0,40,>50K
9185,Private,Craft-repair,0,0,40,<=50K
13502,Private,Adm-clerical,0,0,35,<=50K
2484,Private,Exec-managerial,0,0,30,<=50K
3520,Private,Other-service,0,0,50,<=50K
8761,Private,Exec-managerial,0,0,60,<=50K
10529,Self-emp-inc,Prof-specialty,0,0,50,>50K
13340,Private,Priv-house-serv,0,0,30,<=50K
8643,,,0,0,40,<=50K
4274,,,0,0,18,<=50K
14192,Private,Craft-repair,0,0,40,<=50K
11166,Private,Prof-specialty,0,1902,38,>50K
14382,Self-emp-inc,Exec-managerial,0,0,50,>50K
12663,Self-emp-not-inc,Exec-managerial,0,0,40,<=50K
6710,Private,Protective-serv,0,0,40,<=50K
32316,Private,Other-service,0,1902,40,>50K
15485,Private,Craft-repair,0,0,48,<=50K
185,Private,Sales,0,0,35,<=50K
6013,Private,Other-service,0,0,16,<=50K
11362,Self-emp-not-inc,Exec-managerial,0,0,50,<=50K
2639,Federal-gov,Exec-managerial,0,0,40,<=50K
22765,Federal-gov,Adm-clerical,0,0,40,>50K
11013,Private,Prof-specialty,0,0,40,>50K
13228,Local-gov,Prof-specialty,5178,0,40,>50K
7145,Private,Tech-support,0,0,20,<=50K
5146,Private,Craft-repair,0,0,40,<=50K
6220,Federal-gov,Exec-managerial,10520,0,50,>50K
12122,Private,Exec-managerial,5178,0,40,>50K
13354,Private,Adm-clerical,0,0,40,<=50K
3538,Private,Craft-repair,0,0,50,>50K
3816,Private,Exec-managerial,0,0,50,>50K
31752,Private,Machine-op-inspct,4386,0,50,>50K
31071,Local-gov,Protective-serv,0,0,45,>50K
26446,Self-emp-not-inc,Prof-specialty,25236,0,40,>50K
17678,Private,Adm-clerical,5178,0,40,>50K
30761,Private,Exec-managerial,15024,0,60,>50K
6575,Private,Prof-specialty,0,2559,90,>50K
13072,Self-emp-not-inc,Prof-specialty,0,0,3,<=50K
3997,,,0,0,24,<=50K
6552,Private,Machine-op-inspct,0,0,52,<=50K
26465,Private,Sales,0,0,40,>50K
30984,Federal-gov,Prof-specialty,0,0,50,>50K
6348,Private,Exec-managerial,0,0,50,<=50K
6840,Private,Exec-managerial,0,1672,40,<=50K
2326,Private,Adm-clerical,0,0,40,<=50K
17488,Private,Sales,0,2444,45,>50K
1837,Private,Other-service,0,1719,16,<=50K
25112,Private,Exec-managerial,0,0,45,>50K
1198,Self-emp-inc,Sales,0,1977,25,>50K
6068,Self-emp-inc,Prof-specialty,7688,0,60,>50K
6638,Self-emp-not-inc,Machine-op-inspct,0,2205,35,<=50K
5662,Local-gov,Protective-serv,0,0,72,<=50K
23461,Private,Machine-op-inspct,0,0,45,>50K
2402,Private,Tech-support,0,0,60,<=50K
1003,,,0,0,40,<=50K
12671,Private,Priv-house-serv,0,0,40,<=50K
6231,,,0,0,40,<=50K
15425,Private,Exec-managerial,0,0,50,<=50K
7890,Private,Adm-clerical,0,0,40,<=50K
2922,Private,Craft-repair,0,0,40,<=50K
1499,Private,Transport-moving,0,0,60,>50K
17593,Self-emp-inc,Exec-managerial,0,0,40,>50K
11939,Private,Prof-specialty,0,0,40,>50K
2026,Private,Sales,0,1741,48,<=50K
30204,Private,Exec-managerial,0,1887,40,>50K
9184,Private,Exec-managerial,0,0,45,>50K
12390,Private,Adm-clerical,0,0,40,<=50K
10892,Private,Prof-specialty,7688,0,50,>50K
4580,Private,Sales,0,0,40,<=50K
24025,Private,Exec-managerial,0,0,90,>50K
4222,Private,Machine-op-inspct,0,0,40,<=50K
5846,Private,Sales,0,0,32,<=50K
948,Private,Craft-repair,0,0,40,<=50K
11693,Local-gov,Prof-specialty,0,0,55,>50K
11064,Self-emp-inc,Prof-specialty,99999,0,70,>50K
964,Private,Machine-op-inspct,0,0,40,<=50K
11100,Private,Sales,0,0,25,<=50K
7940,Private,Machine-op-inspct,0,0,50,>50K
11004,Federal-gov,Adm-clerical,0,0,50,<=50K
8199,Private,Handlers-cleaners,0,0,40,<=50K
7420,State-gov,Prof-specialty,0,0,40,<=50K
13562,Self-emp-not-inc,Sales,0,0,40,<=50K
12566,Private,Other-service,0,0,40,<=50K
13069,State-gov,Prof-specialty,0,0,40,<=50K
10057,Private,Sales,0,0,40,<=50K
15137,Self-emp-not-inc,Other-service,0,0,60,>50K
29269,Private,Craft-repair,7688,0,38,>50K
2073,Private,Other-service,0,0,55,<=50K
14252,Private,Sales,0,0,50,>50K
15282,Private,Craft-repair,0,0,40,<=50K
7961,Private,Machine-op-inspct,0,0,40,<=50K
2921,Private,Machine-op-inspct,0,0,48,<=50K
3872,Private,Transport-moving,0,0,56,<=50K
6150,Private,Craft-repair,2290,0,40,<=50K
13859,Private,Other-service,0,0,25,<=50K
6372,Private,Sales,0,0,30,<=50K
32223,Federal-gov,Adm-clerical,13550,0,50,>50K
10270,Private,Prof-specialty,3908,0,40,<=50K
10937,,,0,0,40,<=50K
1884,Private,Adm-clerical,2202,0,38,<=50K
12338,State-gov,Machine-op-inspct,0,0,40,<=50K
9848,Private,Exec-managerial,0,0,45,<=50K
9825,State-gov,Transport-moving,0,0,40,<=50K
1690,Private,Protective-serv,0,0,16,<=50K
26288,Local-gov,Protective-serv,0,0,52,>50K
6201,Local-gov,Prof-specialty,0,1977,40,>50K
2898,Private,Other-service,0,0,40,<=50K
5605,Private,Craft-repair,0,0,40,<=50K
4401,Private,Farming-fishing,0,0,30,<=50K
12067,Private,Adm-clerical,0,0,8,<=50K
7246,Private,Other-service,0,0,25,<=50K
11435,Private,Exec-managerial,0,0,40,>50K
1833,Private,Other-service,0,0,38,<=50K
11046,Private,Adm-clerical,0,0,40,<=50K
14491,Private,Exec-managerial,0,0,60,<=50K
174,Private,Prof-specialty,0,0,20,<=50K
10985,Private,Exec-managerial,0,0,40,<=50K
6154,Private,Machine-op-inspct,0,0,24,<=50K
6748,State-gov,Adm-clerical,0,0,70,>50K
11574,,,0,0,20,<=50K
22848,Self-emp-not-inc,Sales,0,1902,35,>50K
2772,Private,Prof-specialty,0,0,50,<=50K
8502,Private,Prof-specialty,0,2282,40,>50K
12576,Private,Transport-moving,0,0,40,<=50K
14227,Private,Other-service,0,0,40,<=50K
25280,Private,Adm-clerical,0,0,40,>50K
7419,Private,Machine-op-inspct,0,0,40,<=50K
15568,Private,Other-service,0,0,40,<=50K
14526,Private,Transport-moving,0,0,16,<=50K
13935,Private,Craft-repair,0,0,45,<=50K
2790,Private,Craft-repair,0,0,40,<=50K
11464,Self-emp-inc,Exec-managerial,2202,0,45,<=50K
8647,Private,Craft-repair,0,0,40,<=50K
12615,Private,Sales,0,0,43,<=50K
11037,Private,Adm-clerical,0,0,45,>50K
15957,Self-emp-not-inc,Sales,0,0,40,>50K
3515,Private,Craft-repair,0,0,40,<=50K
6219,Private,Transport-moving,0,0,40,<=50K
3019,Private,Sales,0,0,60,>50K
19061,Private,Craft-repair,0,0,40,>50K
4290,Private,Craft-repair,0,0,40,<=50K
13028,Local-gov,Protective-serv,0,0,40,<=50K
20784,Private,Exec-managerial,15024,0,50,>50K
2577,Private,Craft-repair,0,0,40,<=50K
13896,Federal-gov,Adm-clerical,0,1628,40,<=50K
12467,Private,Craft-repair,0,0,40,<=50K
3180,State-gov,Prof-specialty,0,0,38,>50K
12893,Private,Sales,0,1902,55,>50K
14752,Self-emp-not-inc,Sales,0,0,60,>50K
27114,State-gov,Exec-managerial,0,0,60,>50K
31259,Private,Craft-repair,0,0,40,>50K
6073,Private,Other-service,0,0,40,<=50K
4556,State-gov,Prof-specialty,0,0,60,<=50K
5600,Private,Sales,0,0,50,<=50K
6200,Private,Craft-repair,0,0,40,<=50K
16757,Self-emp-not-inc,Prof-specialty,0,0,50,>50K
26447,Self-emp-inc,Exec-managerial,0,0,40,>50K
236,Self-emp-not-inc,Craft-repair,0,0,60,<=50K
4666,Private,Sales,0,0,40,>50K
2430,Federal-gov,Exec-managerial,0,1887,40,>50K
11422,State-gov,Prof-specialty,0,0,20,<=50K
13167,Self-emp-inc,Craft-repair,0,0,36,<=50K
27986,Private,Adm-clerical,0,0,40,>50K
525,Private,Transport-moving,0,0,60,<=50K
10906,Private,Machine-op-inspct,0,0,40,<=50K
11099,Private,Exec-managerial,0,0,50,>50K
2776,,,0,0,24,<=50K
14062,Private,Adm-clerical,0,0,40,<=50K
2003,Private,Adm-clerical,0,0,40,<=50K
8130,Private,Sales,0,0,38,<=50K
4069,,,0,0,8,<=50K
5776,Private,Other-service,0,0,30,<=50K
8016,Private,Machine-op-inspct,0,0,48,<=50K
25706,Self-emp-not-inc,Exec-managerial,0,0,60,>50K
1738,Self-emp-inc,Prof-specialty,0,0,60,>50K
2930,Local-gov,Exec-managerial,0,0,55,<=50K
8629,Local-gov,Prof-specialty,7896,0,50,>50K
7835,Self-emp-not-inc,Sales,0,0,60,<=50K
8601,Private,Other-service,0,0,15,<=50K
9822,Private,Exec-managerial,0,0,40,<=50K
17833,Private,Prof-specialty,0,0,70,>50K
4224,Private,Sales,0,0,38,<=50K
1821,Local-gov,Protective-serv,0,0,70,<=50K
7039,Private,Craft-repair,0,0,40,<=50K
7429,Private,Adm-clerical,0,0,50,<=50K
21119,Local-gov,Craft-repair,4386,0,40,>50K
11174,Private,Craft-repair,0,0,40,>50K
3766,Private,Exec-managerial,0,0,50,>50K
9967,Private,Sales,0,0,44,>50K
15960,,,6418,0,40,>50K
937,Private,Prof-specialty,0,0,50,>50K
9689,State-gov,Prof-specialty,0,0,60,>50K
6054,Private,Adm-clerical,0,0,40,<=50K
2049,Private,Exec-managerial,0,0,40,>50K
1006,Private,Machine-op-inspct,0,0,52,<=50K
23091,Private,Exec-managerial,0,0,40,>50K
15027,Self-emp-inc,Exec-managerial,0,0,50,<=50K
569,Private,Tech-support,0,0,16,>50K
24890,Self-emp-inc,Prof-specialty,0,2415,60,>50K
2398,Self-emp-not-inc,Other-service,0,0,60,<=50K
25722,Private,Craft-repair,0,1887,40,>50K
13581,State-gov,Other-service,0,0,20,<=50K
13482,Private,Adm-clerical,0,0,40,<=50K
9470,Private,Handlers-cleaners,0,0,40,<=50K
14783,Federal-gov,Prof-specialty,0,0,40,<=50K
1442,Private,Adm-clerical,0,0,40,<=50K
20262,Self-emp-inc,Sales,0,0,40,>50K
27326,Private,Exec-managerial,7298,0,50,>50K
12399,,,0,1485,70,>50K
266,Federal-gov,Exec-managerial,0,0,42,<=50K
27921,Private,Adm-clerical,0,0,40,>50K
9684,Private,Other-service,0,0,26,<=50K
10645,Private,Craft-repair,9386,0,50,>50K
29155,Private,Sales,0,0,50,>50K
534,Private,Craft-repair,0,1980,40,<=50K
314,Self-emp-inc,Machine-op-inspct,0,0,40,>50K
14139,Self-emp-inc,Sales,0,0,40,<=50K
13596,Private,Prof-specialty,2463,0,50,<=50K
5617,Private,Machine-op-inspct,0,0,40,<=50K
15724,Private,Other-service,0,0,40,<=50K
6252,Local-gov,Other-service,0,0,40,<=50K
6155,Self-emp-inc,Exec-managerial,0,0,42,<=50K
5217,Private,Sales,0,0,40,<=50K
8077,,,6418,0,10,>50K
11443,Self-emp-not-inc,Farming-fishing,27828,0,40,>50K
26692,State-gov,Exec-managerial,0,0,45,>50K
2369,Self-emp-not-inc,Sales,0,0,40,<=50K
15203,Private,Craft-repair,5013,0,45,<=50K
16252,Private,Sales,0,0,50,>50K
9086,Private,Sales,0,0,35,<=50K
13169,,,0,0,40,<=50K
3071,Private,Prof-specialty,3103,0,45,>50K
592,Private,Exec-managerial,0,0,60,<=50K
725,Private,Farming-fishing,0,0,60,<=50K
24462,Private,Exec-managerial,0,0,40,>50K
361,Private,Sales,0,0,60,<=50K
4966,Private,Craft-repair,0,0,40,<=50K
5940,Private,Transport-moving,0,0,24,<=50K
4723,Private,Other-service,0,0,16,<=50K
667,Private,Other-service,0,0,40,<=50K
1514,Self-emp-not-inc,Exec-managerial,0,0,60,<=50K
2962,Private,Handlers-cleaners,0,0,43,<=50K
12201,Private,Craft-repair,0,0,55,<=50K
25182,Private,Sales,0,0,40,>50K
5310,Private,Sales,0,0,40,<=50K
27220,Private,Prof-specialty,0,0,50,>50K
21793,Private,Prof-specialty,0,0,43,>50K
13993,Private,Priv-house-serv,0,0,35,<=50K
11688,Private,Adm-clerical,0,0,32,<=50K
6399,Private,Prof-specialty,0,0,40,>50K
4724,Private,Sales,0,0,40,<=50K
10652,Private,Prof-specialty,0,0,40,<=50K
15458,Private,Other-service,0,0,40,<=50K
23883,Private,Sales,7298,0,40,>50K
5031,Private,Other-service,0,0,25,<=50K
3278,Self-emp-not-inc,Other-service,0,0,45,<=50K
4387,Private,Machine-op-inspct,0,0,40,<=50K
32574,Private,Craft-repair,0,0,52,>50K
29692,Private,Exec-managerial,0,0,40,>50K
3803,,,0,0,40,<=50K
5883,Federal-gov,Tech-support,0,0,40,<=50K
32557,Private,Tech-support,0,0,50,>50K
14622,Private,Farming-fishing,0,0,60,<=50K
7883,Self-emp-not-inc,Farming-fishing,0,0,55,<=50K
4988,Private,Exec-managerial,0,0,40,>50K
4025,Self-emp-inc,Sales,0,0,30,<=50K
4692,,,0,0,40,>50K
11173,Self-emp-not-inc,Craft-repair,0,0,40,<=50K
7279,Private,Machine-op-inspct,0,0,40,<=50K
13161,Private,Machine-op-inspct,0,0,40,<=50K
7332,Private,Tech-support,0,0,40,<=50K
11260,Private,Craft-repair,0,0,40,<=50K
31018,State-gov,Prof-specialty,0,1902,40,>50K
11811,Private,Adm-clerical,0,0,40,<=50K
7590,Private,Craft-repair,0,0,40,<=50K
3452,Private,Adm-clerical,0,0,40,<=50K
6057,Private,Craft-repair,0,1740,40,<=50K
8604,Private,Prof-specialty,0,0,40,<=50K
16320,Private,Exec-managerial,7298,0,50,>50K
5073,Private,Farming-fishing,0,0,35,<=50K
7750,Private,Sales,0,0,60,<=50K
14409,Private,Handlers-cleaners,0,0,40,<=50K
3192,Self-emp-not-inc,Farming-fishing,0,1672,84,<=50K
2970,Self-emp-not-inc,Craft-repair,0,0,40,<=50K
11853,Private,Exec-managerial,0,0,40,>50K
9592,Private,Other-service,0,0,70,<=50K
13338,Local-gov,Prof-specialty,0,0,38,>50K
4999,Local-gov,Prof-specialty,0,1876,42,<=50K
6594,Private,Exec-managerial,0,0,40,<=50K
16077,Private,Sales,0,1504,40,<=50K
5641,Private,Machine-op-inspct,0,0,40,<=50K
4325,Self-emp-inc,Adm-clerical,0,0,38,<=50K
18642,Self-emp-inc,Prof-specialty,20051,0,30,>50K
3833,State-gov,Prof-specialty,0,0,5,>50K
8100,Private,Prof-specialty,0,0,45,>50K
2487,Private,Farming-fishing,0,0,50,<=50K
17869,Self-emp-inc,Exec-managerial,0,1977,60,>50K
28370,Private,Protective-serv,0,0,40,>50K
6959,Self-emp-not-inc,Exec-managerial,0,0,38,<=50K
2593,Private,Craft-repair,0,0,20,<=50K
8174,State-gov,Protective-serv,0,0,40,>50K
11336,Private,Adm-clerical,0,0,50,<=50K
8157,,,3464,0,30,<=50K
1917,Private,Craft-repair,0,0,40,<=50K
8535,Private,Adm-clerical,0,0,40,<=50K
1426,Private,Handlers-cleaners,0,0,40,<=50K
10479,Local-gov,Protective-serv,0,0,49,>50K
13077,Private,Transport-moving,0,0,40,<=50K
7873,,,0,0,32,<=50K
3103,Private,Sales,0,0,25,<=50K
1639,Private,Other-service,0,0,40,<=50K
14437,Private,Craft-repair,0,0,40,>50K
12678,Private,Sales,3908,0,40,<=50K
4542,Private,Exec-managerial,0,0,70,<=50K
8931,Private,Exec-managerial,0,0,40,<=50K
14039,Private,Machine-op-inspct,0,0,30,<=50K
14547,Self-emp-inc,Craft-repair,0,0,50,<=50K
9965,Private,Sales,0,1902,40,>50K
14981,Private,Tech-support,0,0,20,<=50K
178,Private,Other-service,0,0,22,<=50K
12570,Local-gov,Machine-op-inspct,4064,0,40,<=50K
13892,Private,Craft-repair,0,0,40,<=50K
5893,Local-gov,Exec-managerial,0,0,40,>50K
16669,Local-gov,Other-service,0,0,35,>50K
3958,Private,Prof-specialty,0,0,40,<=50K
3871,Private,Priv-house-serv,0,0,40,<=50K
1994,Private,Sales,0,0,40,<=50K
30720,Private,Exec-managerial,0,0,50,>50K
3263,Local-gov,Exec-managerial,0,0,50,>50K
13414,Private,Adm-clerical,0,0,40,<=50K
682,Private,Craft-repair,0,0,40,<=50K
10825,Private,Transport-moving,0,0,55,>50K
14614,Self-emp-inc,Craft-repair,0,0,40,<=50K
13341,Local-gov,Prof-specialty,0,0,45,>50K
3911,Private,Tech-support,0,0,50,<=50K
26196,Private,Exec-managerial,0,0,50,>50K
6394,Private,Other-service,0,0,36,<=50K
192,Private,Machine-op-inspct,0,0,25,<=50K
6403,Private,Sales,0,1902,50,>50K
104,Private,Prof-specialty,0,0,40,<=50K
24665,State-gov,Prof-specialty,0,0,45,>50K
